#   1                     2                  3          4         5      6    7         8      9    10      11     12      13     14      15     16      17      18      19     20      21     22      23     24      25     26      27
# SOURCE              CEPHEID_ID             L          B        DIST  dDIST AGE      PERIOD  MODE  I1     dI1     I2     dI2     I3     dI3     I4     dI4      W1     dW1     W2     dW2     W3     dW3     W4     dW4    A_Ks   SOURCE"
#   -                     -                (deg)      (deg)      (pc)  (pc) (Myr)      (d)     -   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)    (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)    -
GCVS               FL____Cir            321.56679   -0.74362     2248    49   68   10.5179391 F    6.175  0.100   6.111  0.048   6.047  0.051   5.961  0.046    6.127  0.142   5.990  0.075   6.082  0.043   5.828  0.110   0.288  -      
OGLE-IV            OGLE-GD-CEP-1031     321.66481    0.10817     7862   218   59   13.0035325 F    9.128  0.090   9.052  0.092   8.922  0.078   8.918  0.080   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.442  -      
OGLE-IV            OGLE-GD-CEP-1020     321.68212    3.01464       -1     0   54   18.0935578 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.728  0.162   8.303  0.132   5.171  0.079   3.468  0.081   0.000  -      
OGLE-IV            OGLE-GD-CEP-1056     322.01472   -2.75072       -1     0  161    1.0393340 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               S_____TrA            322.12950   -8.22385      855    30   94    6.3235992 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.608  0.088   4.365  0.122   4.592  0.054   4.549  0.063   0.077  -      
GCVS               V391__Nor            322.18377   -2.51312     1807    51   89    4.3730659 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.235  0.075   6.147  0.079   6.225  0.035   6.095  0.132   0.096  -      
OGLE-IV            OGLE-GD-CEP-1032     322.25790    0.79338     9927   270   93    5.8990093 F   10.726  0.087  10.696  0.062  10.505  0.075  10.530  0.061   10.575  0.052  10.457  0.054   0.000  0.000   0.000  0.000   1.293  -      
OGLE-IV            OGLE-GD-CEP-1040     322.29796   -0.03167    13348   378   36   34.6039081 F    8.928  0.086   8.976  0.090   8.741  0.083   8.653  0.082    8.888  0.117   8.903  0.117   8.829  0.141   0.000  0.000   1.547  -      
OGLE-IV            OGLE-GD-CEP-1051     322.31269   -1.81268    19995  3107  242    2.1219980 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   13.217  0.152  13.708  0.374   0.000  0.000   0.000  0.000   0.685  -      
GCVS               IQ____Nor            322.45649    2.66602     1853    55   79    8.2197994 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.006  0.082   5.892  0.058   5.899  0.036   5.813  0.129   0.178  -      
OGLE-IV            OGLE-GD-CEP-1043     322.48556   -0.16278     7585   154   86    6.3969855 F    9.858  0.048   9.780  0.053   9.650  0.043   9.748  0.045    9.822  0.069   9.764  0.065   9.622  0.216   6.047  0.205   1.055  -      
OGLE-IV            OGLE-GD-CEP-1067     322.57099   -2.47984       -1     0  110    2.5249877 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1060     322.62562   -2.08973       -1     0   91    3.3251560 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1044     322.63641   -0.01450     5314   122   99    3.0306698 1O   9.513  0.046   9.398  0.047   9.299  0.048   9.353  0.035   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.734  -      
OGLE-IV            OGLE-GD-CEP-1046     322.66649   -0.42972     9623   293   56   14.3271238 F    9.397  0.147   9.369  0.136   9.105  0.082   9.146  0.083    9.419  0.105   9.354  0.079   0.000  0.000   0.000  0.000   1.367  -      
OGLE-IV            OGLE-GD-CEP-1061     322.75084   -1.99252    21531   888   74   13.8953908 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.700  0.059  10.687  0.061   0.000  0.000   0.000  0.000   0.533  -      
OGLE-IV            OGLE-GD-CEP-1053     322.83301   -1.33956       -1     0   91    3.3157225 F    0.000  0.000  12.386  0.074   0.000  0.000   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1065     322.91777   -1.90994       -1     0   93    2.2961483 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1037     322.96060    1.58261       -1     0  109    2.5472919 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1047     323.02763   -0.05897     4317    90   77    7.9748174 F    8.116  0.062   8.163  0.058   7.990  0.047   7.999  0.042    8.214  0.037   8.142  0.054   8.116  0.054   6.979  0.375   0.756  -      
OGLE-IV            OGLE-GD-CEP-1070     323.15848   -2.52845    17387   841  135    4.4767545 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.691  0.095  11.706  0.116   0.000  0.000   0.000  0.000   0.281  GAIA   
OGLE-IV            OGLE-GD-CEP-1048     323.16643    0.06148     4555   118   83    6.8277655 F    8.617  0.068   8.607  0.065   8.404  0.057   8.403  0.058    8.477  0.074   8.331  0.065   7.931  0.065   6.339  0.220   0.881  -      
ASAS-SN            J165820.85-673947.1  323.22275  -15.16235    15226   714  207    1.8557818 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.505  0.102  12.543  0.099   0.000  0.000   0.000  0.000   0.041  -      
GCVS               U_____TrA            323.23185   -8.04259     1040    36  156    2.5684230 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.292  0.123   6.221  0.087   6.258  0.098   6.191  0.189   0.057  -      
OGLE-IV            OGLE-GD-CEP-1052     323.23996   -0.63631     4354   107   39   27.9618522 F    6.288  0.081   6.298  0.079   6.275  0.084   6.165  0.080    6.131  0.175   6.327  0.181   6.374  0.058   6.342  0.183   0.652  -      
OGLE-IV            OGLE-GD-CEP-1045     323.44990    0.91248     9547   242   86    6.5416950 F   10.428  0.088  10.280  0.063  10.231  0.068  10.237  0.060   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.200  -      
OGLE-IV            OGLE-GD-CEP-1064     323.74980   -0.69687     7657   206   74    8.3707184 F    9.537  0.062   9.417  0.063   9.299  0.060   9.354  0.060    9.314  0.042   9.203  0.040   0.000  0.000   0.000  0.000   0.947  -      
OGLE-IV            OGLE-GD-CEP-1049     323.76889    0.86258     5322   104   85    6.4767653 F    8.964  0.059   8.841  0.060   8.759  0.056   8.763  0.044    8.868  0.050   8.799  0.043   8.947  0.100   0.000  0.000   0.763  -      
OGLE-IV            OGLE-GD-CEP-1054     323.84831   -0.00945     6353   152   50   17.1126333 F    7.994  0.072   7.948  0.079   7.839  0.071   7.839  0.066    8.029  0.055   7.984  0.096   9.339  0.194   0.000  0.000   0.931  -      
OGLE-IV            OGLE-GD-CEP-1058     323.87874   -0.09545     4415   103   85    6.5662326 F    8.675  0.077   8.675  0.070   8.508  0.068   8.477  0.063    8.644  0.057   8.542  0.074   8.713  0.269   0.000  0.000   1.075  -      
OGLE-IV            OGLE-GD-CEP-1072     323.88413   -1.95513       -1     0   85    3.7008739 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               V675__Cen            323.90603   24.37637    11548   402  106    4.6293165 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.629  0.043  10.630  0.063   0.000  0.000   0.000  0.000   0.037  -      
OGLE-IV            OGLE-GD-CEP-1073     323.92435   -1.99180       -1     0  177    0.9072893 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1066     323.96073   -0.46711     3443    73  127    3.2491449 F    9.028  0.076   8.934  0.092   8.852  0.056   8.849  0.049    9.064  0.056   8.923  0.052   8.905  0.190   0.000  0.000   0.903  -      
OGLE-IV            OGLE-GD-CEP-1062     324.09376   -0.15919     3541    79   74    8.7940964 F    7.641  0.088   7.669  0.067   7.540  0.058   7.511  0.053    7.606  0.063   7.529  0.059   7.807  0.068   0.000  0.000   0.889  -      
OGLE-IV            OGLE-GD-CEP-1105     324.11083   -5.97439       -1     0   62    4.0977870 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1077     324.22070   -1.86015    17245  1184  105    6.5869314 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.262  0.071  11.402  0.074   0.000  0.000   0.000  0.000   0.630  -      
OGLE-IV            OGLE-GD-CEP-1076     324.23183   -1.82798    18171  1488  173    2.4770881 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.245  0.123  12.423  0.119   0.000  0.000   0.000  0.000   0.640  -      
OGLE-IV            OGLE-GD-CEP-1063     324.34790    0.16013     4366   106   55   14.8895626 F    7.309  0.080   7.304  0.089   7.133  0.082   7.098  0.081    7.396  0.114   7.245  0.077   7.395  0.074   6.834  0.294   0.827  -      
OGLE-IV            OGLE-GD-CEP-1069     324.44976   -0.73060    13657   418   42   26.7562108 F    9.177  0.112   9.117  0.103   8.886  0.067   8.834  0.064    9.215  0.103   9.229  0.060   9.236  0.119   0.000  0.000   1.110  -      
OGLE-IV            OGLE-GD-CEP-1084     324.58429   -2.03755       -1     0   72    4.7326925 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1057     324.67091    1.03880     3083    72   87    6.6166746 F    7.619  0.072   0.000  0.000   7.493  0.058   0.000  0.000    7.574  0.046   7.513  0.075   7.650  0.053   0.000  0.000   0.616  -      
OGLE-IV            OGLE-GD-CEP-1055     324.78054    1.30529     3153    91   76    8.3827960 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    7.291  0.070   7.215  0.029   7.325  0.034   0.000  0.000   0.612  -      
OGLE-IV            OGLE-GD-CEP-1068     324.81353   -0.17812     4064    84   72    9.0880934 F    7.840  0.067   7.831  0.067   7.726  0.057   7.727  0.056    7.783  0.054   7.705  0.040   7.977  0.078   0.000  0.000   0.749  -      
OGLE-IV            OGLE-GD-CEP-1081     324.87087   -1.35381    18591   725   83   10.3003203 F   11.116  0.058  11.060  0.061   0.000  0.000   0.000  0.000   10.855  0.066  10.845  0.053   0.000  0.000   0.000  0.000   0.887  -      
GCVS               AA____Nor            324.97556   -2.61989    16626  1080   71   12.2611933 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.080  0.135  10.184  0.132   9.176  0.924   0.000  0.000   0.202  OGLE   
OGLE-IV            OGLE-GD-CEP-1075     325.02944   -0.66714    19153  1145  103    5.2974817 1O   0.000  0.000  11.673  0.123  11.374  0.152  11.666  0.196   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.272  -      
OGLE-IV            OGLE-GD-CEP-1071     325.22635   -0.02560     5999   144   84    6.4560863 F    9.238  0.092   9.208  0.068   9.109  0.066   9.186  0.058    9.340  0.065   9.256  0.066   0.000  0.000   0.000  0.000   0.973  -      
OGLE-IV            OGLE-GD-CEP-1088     325.29698   -1.82367    19480  1386  145    4.4554851 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.039  0.117  12.159  0.150   0.000  0.000   0.000  0.000   0.526  -      
OGLE-IV            OGLE-GD-CEP-1102     325.44816   -3.99573    78617  5096   60   11.6026550 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   13.524  0.119  13.622  0.187   0.000  0.000   0.000  0.000   0.140  -      
OGLE-IV            OGLE-GD-CEP-1074     325.56628    0.12500     7991   306   39   26.8040463 F    8.062  0.098   8.095  0.106   7.865  0.097   7.792  0.094    7.693  0.192   7.654  0.086   7.534  0.079   0.000  0.000   1.215  -      
OGLE-IV            OGLE-GD-CEP-1080     325.56838   -0.37565     8023   230   58   13.1245118 F    9.076  0.077   8.911  0.129   8.865  0.061   8.931  0.057   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.262  -      
GCVS               U_____Nor            325.64706   -0.16444     1428    39   63   12.6452592 F    0.000  0.000   0.000  0.000   4.769  0.070   4.710  0.068    4.629  0.117   4.414  0.151   4.801  0.050   4.669  0.066   0.200  -      
OGLE-IV            OGLE-GD-CEP-1091     325.70094   -1.74347    19638  1123  108    7.1074200 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.388  0.112  11.435  0.116   0.000  0.000   0.000  0.000   0.475  -      
OGLE-IV            OGLE-GD-CEP-1059     325.74880    2.49647     8760   885  237    0.5027060 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.881  0.125  13.175  0.250   0.000  0.000   0.000  0.000   0.387  -      
OGLE-IV            OGLE-GD-CEP-1078     325.77465    0.10643     4580   159   45   21.5054503 F    7.078  0.096   0.000  0.000   6.909  0.096   6.867  0.094   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.102  -      
OGLE-IV            OGLE-GD-CEP-1079     325.77615    0.10488     3644   251   47   20.0500288 F    0.000  0.000   0.000  0.000   6.585  0.092   6.548  0.090    5.716  0.365   6.323  0.231   6.150  0.140   4.912  0.400   0.910  -      
OGLE-IV            OGLE-GD-CEP-1093     325.78910   -1.83614       -1     0   81    4.0026812 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1083     325.88950   -0.23454     4246    86   67    6.6515486 1O   7.839  0.043   7.750  0.093   7.675  0.041   7.637  0.028    7.832  0.056   7.742  0.043   7.947  0.075   0.000  0.000   0.706  -      
OGLE-IV            OGLE-GD-CEP-1082     325.94219    0.00014     7235   192   52   15.5942525 F    8.676  0.077   8.669  0.085   8.537  0.075   8.468  0.071    8.629  0.130   8.471  0.117   8.361  0.147   0.000  0.000   1.464  -      
OGLE-IV            OGLE-GD-CEP-1086     326.12194   -0.67331     8696   304   48   18.4631734 F    8.796  0.244   8.607  0.352   8.691  0.089   8.670  0.089    8.677  0.093   8.638  0.091   0.000  0.000   0.000  0.000   1.313  -      
OGLE-IV            OGLE-GD-CEP-1092     326.28466   -1.04134    13566   417   31   45.0928597 F    8.412  0.062   8.396  0.064   0.000  0.000   0.000  0.000    8.453  0.049   8.504  0.053   8.582  0.094   0.000  0.000   1.331  -      
OGLE-IV            OGLE-GD-CEP-1085     326.29370   -0.34808     7156   185   29   46.3785108 F    7.275  0.061   7.160  0.080   7.018  0.076   6.965  0.074    7.532  0.091   7.545  0.066   8.252  0.083   0.000  0.000   1.694  -      
OGLE-IV            OGLE-GD-CEP-1097     326.49765   -2.08583    12153   912  144    1.8245518 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.621  0.123  11.816  0.090   0.000  0.000   0.000  0.000   0.317  -      
OGLE-IV            OGLE-GD-CEP-1122     326.50854   -4.88760       -1     0  127    2.0315086 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1098     326.84560   -1.84910       -1     0   81    3.9573222 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1096     326.85181   -1.49939    19495   724  227    2.1685468 F   13.232  0.093  13.165  0.087   0.000  0.000   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.657  -      
ASAS-SN            J151458.26-465221.2  326.88171    9.21584    25926  1035  118    7.0597169 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.799  0.060  11.827  0.077   0.000  0.000   0.000  0.000   0.075  -      
OGLE-IV            OGLE-GD-CEP-1099     326.90742   -1.81943       -1     0  115    2.3665753 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1108     327.19964   -2.55109    20180  1075  137    3.7941305 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.735  0.068  11.831  0.066   0.000  0.000   0.000  0.000   0.341  GAIA   
OGLE-IV            OGLE-GD-CEP-1100     327.21544   -1.69202       -1     0  115    1.6771297 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1104     327.25847   -2.01328       -1     0  127    2.0224705 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1090     327.25959    0.21841     4778   152   47   19.6894191 F    7.276  0.094   7.284  0.095   7.053  0.088   7.057  0.087    7.506  0.168   7.280  0.118   7.037  0.367   5.207  0.565   1.129  -      
OGLE-IV            OGLE-GD-CEP-1087     327.27613    0.72917     4953   167   36   31.0898774 F    0.000  0.000   6.603  0.087   6.484  0.066   6.494  0.061    6.573  0.209   6.651  0.064   6.899  0.050   0.000  0.000   1.157  -      
OGLE-IV            OGLE-GD-CEP-1107     327.29223   -2.40856    20482  1120  197    2.8946391 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.665  0.120  12.722  0.096   0.000  0.000   0.000  0.000   0.341  -      
OGLE-IV            OGLE-GD-CEP-1095     327.30079   -0.38822     4719   218   33   36.7946963 F    6.490  0.081   6.257  0.065   5.902  0.067   5.884  0.067    5.902  0.349   5.777  0.254   6.405  0.074   6.058  0.293   0.944  -      
OGLE-IV            OGLE-GD-CEP-1094     327.34841    0.09539     4539   149   40   26.1052506 F    0.000  0.000   6.896  0.080   6.668  0.075   6.559  0.070    6.635  0.091   6.562  0.065   6.792  0.076   0.000  0.000   1.131  -      
GCVS               SY____Nor            327.50153   -0.68357     2041    54   62   12.6448531 F    0.000  0.000   0.000  0.000   5.596  0.065   5.489  0.061    5.489  0.113   5.490  0.098   5.542  0.082   5.313  0.156   0.176  -      
GCVS               S_____Nor            327.75357   -5.40346      874    32   73    9.7541100 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.070  0.114   3.801  0.123   4.013  0.064   3.952  0.069   0.064  -      
OGLE-IV            OGLE-GD-CEP-1110     327.80194   -2.01034       -1     0  105    2.6907404 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1109     328.09099   -1.65973       -1     0   88    3.5375476 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1149     328.15892   -6.18589       -1     0   59    4.4154807 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
